"","text","linenumber","chapter"
"10015","of which we have been advertised by the same authority. Your daughter",10015,57
"10016","Elizabeth, it is presumed, will not long bear the name of Bennet, after",10016,57
"10017","her elder sister has resigned it, and the chosen partner of her fate,",10017,57
"10018","may be reasonably looked up to, as one of the most illustrious",10018,57
"10019","personages in this land.""",10019,57
"10020","""Can you possibly guess, Lizzy, who is meant by this?"" ""This young",10020,57
"10021","gentleman is blessed in a peculiar way, with every thing the heart of",10021,57
"10022","mortal can most desire,--splendid property, noble kindred, and extensive",10022,57
"10023","patronage. Yet in spite of all these temptations, let me warn my cousin",10023,57
"10024","Elizabeth, and yourself, of what evils you may incur, by a precipitate",10024,57
"10025","closure with this gentleman's proposals, which, of course, you will be",10025,57
"10026","inclined to take immediate advantage of.""",10026,57
"10027","""Have you any idea, Lizzy, who this gentleman is? But now it comes out.""",10027,57
"10028","""My motive for cautioning you, is as follows. We have reason to imagine",10028,57
"10029","that his aunt, lady Catherine de Bourgh, does not look on the match with",10029,57
"10030","a friendly eye.""",10030,57
"10031","""_Mr. Darcy_, you see, is the man! Now, Lizzy, I think I _have_",10031,57
"10032","surprised you. Could he, or the Lucases, have pitched on any man, within",10032,57
"10033","the circle of our acquaintance, whose name would have given the lie more",10033,57
"10034","effectually to what they related? Mr. Darcy, who never looks at any",10034,57
"10035","woman but to see a blemish, and who probably never looked at _you_ in",10035,57
"10036","his life! It is admirable!""",10036,57
"10037","Elizabeth tried to join in her father's pleasantry, but could only force",10037,57
"10038","one most reluctant smile. Never had his wit been directed in a manner so",10038,57
"10039","little agreeable to her.",10039,57
"10040","""Are you not diverted?""",10040,57
"10041","""Oh! yes. Pray read on.""",10041,57
"10042","""After mentioning the likelihood of this marriage to her ladyship last",10042,57
"10043","night, she immediately, with her usual condescension, expressed what she",10043,57
"10044","felt on the occasion; when it became apparent, that on the score of some",10044,57
"10045","family objections on the part of my cousin, she would never give her",10045,57
"10046","consent to what she termed so disgraceful a match. I thought it my duty",10046,57
"10047","to give the speediest intelligence of this to my cousin, that she and",10047,57
"10048","her noble admirer may be aware of what they are about, and not run",10048,57
"10049","hastily into a marriage which has not been properly sanctioned."" ""Mr.",10049,57
"10050","Collins moreover adds,"" ""I am truly rejoiced that my cousin Lydia's sad",10050,57
"10051","business has been so well hushed up, and am only concerned that their",10051,57
"10052","living together before the marriage took place, should be so generally",10052,57
"10053","known. I must not, however, neglect the duties of my station, or refrain",10053,57
"10054","from declaring my amazement, at hearing that you received the young",10054,57
"10055","couple into your house as soon as they were married. It was an",10055,57
"10056","encouragement of vice; and had I been the rector of Longbourn, I should",10056,57
"10057","very strenuously have opposed it. You ought certainly to forgive them as",10057,57
"10058","a christian, but never to admit them in your sight, or allow their names",10058,57
"10059","to be mentioned in your hearing."" ""_That_ is his notion of christian",10059,57
"10060","forgiveness! The rest of his letter is only about his dear Charlotte's",10060,57
"10061","situation, and his expectation of a young olive-branch. But, Lizzy, you",10061,57
"10062","look as if you did not enjoy it. You are not going to be _Missish_, I",10062,57
"10063","hope, and pretend to be affronted at an idle report. For what do we",10063,57
"10064","live, but to make sport for our neighbours, and laugh at them in our",10064,57
"10065","turn?""",10065,57
"10066","""Oh!"" cried Elizabeth, ""I am excessively diverted. But it is so",10066,57
"10067","strange!""",10067,57
"10068","""Yes--_that_ is what makes it amusing. Had they fixed on any other man",10068,57
"10069","it would have been nothing; but _his_ perfect indifference, and _your_",10069,57
"10070","pointed dislike, make it so delightfully absurd! Much as I abominate",10070,57
"10071","writing, I would not give up Mr. Collins's correspondence for any",10071,57
"10072","consideration. Nay, when I read a letter of his, I cannot help giving",10072,57
"10073","him the preference even over Wickham, much as I value the impudence and",10073,57
"10074","hypocrisy of my son-in-law. And pray, Lizzy, what said Lady Catherine",10074,57
"10075","about this report? Did she call to refuse her consent?""",10075,57
"10076","To this question his daughter replied only with a laugh; and as it had",10076,57
"10077","been asked without the least suspicion, she was not distressed by his",10077,57
"10078","repeating it. Elizabeth had never been more at a loss to make her",10078,57
"10079","feelings appear what they were not. It was necessary to laugh, when she",10079,57
"10080","would rather have cried. Her father had most cruelly mortified her, by",10080,57
"10081","what he said of Mr. Darcy's indifference, and she could do nothing but",10081,57
"10082","wonder at such a want of penetration, or fear that perhaps, instead of",10082,57
"10083","his seeing too _little_, she might have fancied too _much_.",10083,57
"10084","Instead of receiving any such letter of excuse from his friend, as",10084,58
"10085","Elizabeth half expected Mr. Bingley to do, he was able to bring Darcy",10085,58
"10086","with him to Longbourn before many days had passed after Lady Catherine's",10086,58
"10087","visit. The gentlemen arrived early; and, before Mrs. Bennet had time to",10087,58
"10088","tell him of their having seen his aunt, of which her daughter sat in",10088,58
"10089","momentary dread, Bingley, who wanted to be alone with Jane, proposed",10089,58
"10090","their all walking out. It was agreed to. Mrs. Bennet was not in the",10090,58
"10091","habit of walking, Mary could never spare time, but the remaining five",10091,58
"10092","set off together. Bingley and Jane, however, soon allowed the others to",10092,58
"10093","outstrip them. They lagged behind, while Elizabeth, Kitty, and Darcy,",10093,58
"10094","were to entertain each other. Very little was said by either; Kitty was",10094,58
"10095","too much afraid of him to talk; Elizabeth was secretly forming a",10095,58
"10096","desperate resolution; and perhaps he might be doing the same.",10096,58
"10097","They walked towards the Lucases, because Kitty wished to call upon",10097,58
"10098","Maria; and as Elizabeth saw no occasion for making it a general concern,",10098,58
"10099","when Kitty left them, she went boldly on with him alone. Now was the",10099,58
"10100","moment for her resolution to be executed, and, while her courage was",10100,58
"10101","high, she immediately said,",10101,58
"10102","""Mr. Darcy, I am a very selfish creature; and, for the sake of giving",10102,58
"10103","relief to my own feelings, care not how much I may be wounding your's. I",10103,58
"10104","can no longer help thanking you for your unexampled kindness to my poor",10104,58
"10105","sister. Ever since I have known it, I have been most anxious to",10105,58
"10106","acknowledge to you how gratefully I feel it. Were it known to the rest",10106,58
"10107","of my family, I should not have merely my own gratitude to express.""",10107,58
"10108","""I am sorry, exceedingly sorry,"" replied Darcy, in a tone of surprise",10108,58
